surah_no,surah_name_en,surah_name_ar,surah_name_roman,ayah_no_surah,ayah_no_quran,ayah_ar,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,total_ayah_surah,total_ayah_quran,place_of_revelation,sajah_ayah,sajdah_no,no_of_word_ayah,list_of_words
81,The Overthrowing,التكوير,At-Takwir,14,5814,علمت نفس ما أحضرت,˹on that Day˺ each soul will know what ˹deeds˺ it has brought along.,523,30,7,234,29,6236,Meccan,False,nan,4,"[علمت,نفس,ما,أحضرت]"
81,The Overthrowing,التكوير,At-Takwir,15,5815,فلا أقسم بٱلخنس,I do swear by the receding stars,523,30,7,234,29,6236,Meccan,False,nan,3,"[فلا,أقسم,بٱلخنس]"
81,The Overthrowing,التكوير,At-Takwir,16,5816,ٱلجوار ٱلكنس,"which travel and hide,",523,30,7,234,29,6236,Meccan,False,nan,2,"[ٱلجوار,ٱلكنس]"
81,The Overthrowing,التكوير,At-Takwir,17,5817,وٱليل إذا عسعس,and the night as it falls,523,30,7,234,29,6236,Meccan,False,nan,3,"[وٱليل,إذا,عسعس]"
81,The Overthrowing,التكوير,At-Takwir,18,5818,وٱلصبح إذا تنفس,and the day as it breaks!,523,30,7,234,29,6236,Meccan,False,nan,3,"[وٱلصبح,إذا,تنفس]"
81,The Overthrowing,التكوير,At-Takwir,19,5819,إنهۥ لقول رسول كريم,"Indeed, this ˹Quran˺ is the Word of ˹Allah delivered by Gabriel,˺ a noble messenger-angel,",523,30,7,234,29,6236,Meccan,False,nan,4,"[إنهۥ,لقول,رسول,كريم]"
81,The Overthrowing,التكوير,At-Takwir,20,5820,ذى قوة عند ذى ٱلعرش مكين,"full of power, held in honour by the Lord of the Throne,",523,30,7,234,29,6236,Meccan,False,nan,6,"[ذى,قوة,عند,ذى,ٱلعرش,مكين]"
81,The Overthrowing,التكوير,At-Takwir,21,5821,مطاع ثم أمين,"obeyed there ˹in heaven˺, and trustworthy.",523,30,7,234,29,6236,Meccan,False,nan,3,"[مطاع,ثم,أمين]"
81,The Overthrowing,التكوير,At-Takwir,22,5822,وما صاحبكم بمجنون,And your fellow man is not insane.,523,30,7,234,29,6236,Meccan,False,nan,3,"[وما,صاحبكم,بمجنون]"
81,The Overthrowing,التكوير,At-Takwir,23,5823,ولقد رءاه بٱلأفق ٱلمبين,"And he did see that ˹angel˺ on the clear horizon,",523,30,7,234,29,6236,Meccan,False,nan,4,"[ولقد,رءاه,بٱلأفق,ٱلمبين]"
81,The Overthrowing,التكوير,At-Takwir,24,5824,وما هو على ٱلغيب بضنين,and he does not withhold ˹what is revealed to him of˺ the unseen.,523,30,7,234,29,6236,Meccan,False,nan,5,"[وما,هو,على,ٱلغيب,بضنين]"
81,The Overthrowing,التكوير,At-Takwir,25,5825,وما هو بقول شيطن رجيم,And this ˹Quran˺ is not the word of an outcast devil.,523,30,7,234,29,6236,Meccan,False,nan,5,"[وما,هو,بقول,شيطن,رجيم]"
81,The Overthrowing,التكوير,At-Takwir,26,5826,فأين تذهبون,So what ˹other˺ path would you take?,523,30,7,234,29,6236,Meccan,False,nan,2,"[فأين,تذهبون]"
81,The Overthrowing,التكوير,At-Takwir,27,5827,إن هو إلا ذكر للعلمين,Surely this ˹Quran˺ is only a reminder to the whole world—,523,30,7,234,29,6236,Meccan,False,nan,5,"[إن,هو,إلا,ذكر,للعلمين]"
81,The Overthrowing,التكوير,At-Takwir,28,5828,لمن شاء منكم أن يستقيم,to whoever of you wills to take the Straight Way.,523,30,7,234,29,6236,Meccan,False,nan,5,"[لمن,شاء,منكم,أن,يستقيم]"
81,The Overthrowing,التكوير,At-Takwir,29,5829,وما تشاءون إلا أن يشاء ٱلله رب ٱلعلمين,"But you cannot will ˹to do so˺, except by the Will of Allah, the Lord of all worlds.",523,30,7,234,29,6236,Meccan,False,nan,8,"[وما,تشاءون,إلا,أن,يشاء,ٱلله,رب,ٱلعلمين]"
82,The Cleaving,الإنفطار,Al-Infitar,1,5830,إذا ٱلسماء ٱنفطرت,"When the sky splits open,",524,30,7,235,19,6236,Meccan,False,nan,3,"[إذا,ٱلسماء,ٱنفطرت]"
82,The Cleaving,الإنفطار,Al-Infitar,2,5831,وإذا ٱلكواكب ٱنتثرت,"and when the stars fall away,",524,30,7,235,19,6236,Meccan,False,nan,3,"[وإذا,ٱلكواكب,ٱنتثرت]"
82,The Cleaving,الإنفطار,Al-Infitar,3,5832,وإذا ٱلبحار فجرت,"and when the seas burst forth,",524,30,7,235,19,6236,Meccan,False,nan,3,"[وإذا,ٱلبحار,فجرت]"
82,The Cleaving,الإنفطار,Al-Infitar,4,5833,وإذا ٱلقبور بعثرت,"and when the graves spill out,",524,30,7,235,19,6236,Meccan,False,nan,3,"[وإذا,ٱلقبور,بعثرت]"
82,The Cleaving,الإنفطار,Al-Infitar,5,5834,علمت نفس ما قدمت وأخرت,˹then˺ each soul will know what it has sent forth or left behind.,524,30,7,235,19,6236,Meccan,False,nan,5,"[علمت,نفس,ما,قدمت,وأخرت]"
82,The Cleaving,الإنفطار,Al-Infitar,6,5835,يأيها ٱلإنسن ما غرك بربك ٱلكريم,"O humanity! What has emboldened you against your Lord, the Most Generous,",524,30,7,235,19,6236,Meccan,False,nan,6,"[يأيها,ٱلإنسن,ما,غرك,بربك,ٱلكريم]"
82,The Cleaving,الإنفطار,Al-Infitar,7,5836,ٱلذى خلقك فسوىك فعدلك,"Who created you, fashioned you, and perfected your design,",524,30,7,235,19,6236,Meccan,False,nan,4,"[ٱلذى,خلقك,فسوىك,فعدلك]"
82,The Cleaving,الإنفطار,Al-Infitar,8,5837,فى أى صورة ما شاء ركبك,moulding you in whatever form He willed?,524,30,7,235,19,6236,Meccan,False,nan,6,"[فى,أى,صورة,ما,شاء,ركبك]"
82,The Cleaving,الإنفطار,Al-Infitar,9,5838,كلا بل تكذبون بٱلدين,"But no! In fact, you deny the ˹final˺ Judgment,",524,30,7,235,19,6236,Meccan,False,nan,4,"[كلا,بل,تكذبون,بٱلدين]"
82,The Cleaving,الإنفطار,Al-Infitar,10,5839,وإن عليكم لحفظين,"while you are certainly observed by vigilant,",524,30,7,235,19,6236,Meccan,False,nan,3,"[وإن,عليكم,لحفظين]"
82,The Cleaving,الإنفطار,Al-Infitar,11,5840,كراما كتبين,"honourable angels, recording ˹everything˺.",524,30,7,235,19,6236,Meccan,False,nan,2,"[كراما,كتبين]"
82,The Cleaving,الإنفطار,Al-Infitar,12,5841,يعلمون ما تفعلون,They know whatever you do.,524,30,7,235,19,6236,Meccan,False,nan,3,"[يعلمون,ما,تفعلون]"
82,The Cleaving,الإنفطار,Al-Infitar,13,5842,إن ٱلأبرار لفى نعيم,"Indeed, the virtuous will be in bliss,",524,30,7,235,19,6236,Meccan,False,nan,4,"[إن,ٱلأبرار,لفى,نعيم]"
82,The Cleaving,الإنفطار,Al-Infitar,14,5843,وإن ٱلفجار لفى جحيم,"and the wicked will be in Hell,",524,30,7,235,19,6236,Meccan,False,nan,4,"[وإن,ٱلفجار,لفى,جحيم]"
82,The Cleaving,الإنفطار,Al-Infitar,15,5844,يصلونها يوم ٱلدين,"burning in it on Judgment Day,",524,30,7,235,19,6236,Meccan,False,nan,3,"[يصلونها,يوم,ٱلدين]"
82,The Cleaving,الإنفطار,Al-Infitar,16,5845,وما هم عنها بغائبين,and they will have no escape from it.,524,30,7,235,19,6236,Meccan,False,nan,4,"[وما,هم,عنها,بغائبين]"
82,The Cleaving,الإنفطار,Al-Infitar,17,5846,وما أدرىك ما يوم ٱلدين,What will make you realize what Judgment Day is?,524,30,7,235,19,6236,Meccan,False,nan,5,"[وما,أدرىك,ما,يوم,ٱلدين]"
82,The Cleaving,الإنفطار,Al-Infitar,18,5847,ثم ما أدرىك ما يوم ٱلدين,"Again, what will make you realize what Judgment Day is?",524,30,7,235,19,6236,Meccan,False,nan,6,"[ثم,ما,أدرىك,ما,يوم,ٱلدين]"
82,The Cleaving,الإنفطار,Al-Infitar,19,5848,يوم لا تملك نفس لنفس شيـا  وٱلأمر يومئذ لله,"˹It is˺ the Day no soul will be of ˹any˺ benefit to another whatsoever, for all authority on that Day belongs to Allah ˹entirely˺.",524,30,7,235,19,6236,Meccan,False,nan,10,"[يوم,لا,تملك,نفس,لنفس,شيـا,,وٱلأمر,يومئذ,لله]"
83,The Defrauding,المطففين,Al-Mutaffifin,1,5849,ويل للمطففين,Woe to the defrauders!,525,30,7,235,36,6236,Meccan,False,nan,2,"[ويل,للمطففين]"
83,The Defrauding,المطففين,Al-Mutaffifin,2,5850,ٱلذين إذا ٱكتالوا على ٱلناس يستوفون,"Those who take full measure ˹when they buy˺ from people,",525,30,7,235,36,6236,Meccan,False,nan,6,"[ٱلذين,إذا,ٱكتالوا,على,ٱلناس,يستوفون]"
83,The Defrauding,المطففين,Al-Mutaffifin,3,5851,وإذا كالوهم أو وزنوهم يخسرون,but give less when they measure or weigh for buyers.,525,30,7,235,36,6236,Meccan,False,nan,5,"[وإذا,كالوهم,أو,وزنوهم,يخسرون]"
83,The Defrauding,المطففين,Al-Mutaffifin,4,5852,ألا يظن أولئك أنهم مبعوثون,Do such people not think that they will be resurrected,525,30,7,235,36,6236,Meccan,False,nan,5,"[ألا,يظن,أولئك,أنهم,مبعوثون]"
83,The Defrauding,المطففين,Al-Mutaffifin,5,5853,ليوم عظيم,for a tremendous Day—,525,30,7,235,36,6236,Meccan,False,nan,2,"[ليوم,عظيم]"
83,The Defrauding,المطففين,Al-Mutaffifin,6,5854,يوم يقوم ٱلناس لرب ٱلعلمين,the Day ˹all˺ people will stand before the Lord of all worlds?,525,30,7,235,36,6236,Meccan,False,nan,5,"[يوم,يقوم,ٱلناس,لرب,ٱلعلمين]"
83,The Defrauding,المطففين,Al-Mutaffifin,7,5855,كلا إن كتب ٱلفجار لفى سجين,But no! The wicked are certainly bound for Sijjin ˹in the depths of Hell˺—,525,30,7,235,36,6236,Meccan,False,nan,6,"[كلا,إن,كتب,ٱلفجار,لفى,سجين]"
83,The Defrauding,المطففين,Al-Mutaffifin,8,5856,وما أدرىك ما سجين,and what will make you realize what Sijjin is?—,525,30,7,235,36,6236,Meccan,False,nan,4,"[وما,أدرىك,ما,سجين]"
83,The Defrauding,المطففين,Al-Mutaffifin,9,5857,كتب مرقوم,a fate ˹already˺ sealed.,525,30,7,235,36,6236,Meccan,False,nan,2,"[كتب,مرقوم]"
83,The Defrauding,المطففين,Al-Mutaffifin,10,5858,ويل يومئذ للمكذبين,Woe on that Day to the deniers—,525,30,7,235,36,6236,Meccan,False,nan,3,"[ويل,يومئذ,للمكذبين]"
83,The Defrauding,المطففين,Al-Mutaffifin,11,5859,ٱلذين يكذبون بيوم ٱلدين,those who deny Judgment Day!,525,30,7,235,36,6236,Meccan,False,nan,4,"[ٱلذين,يكذبون,بيوم,ٱلدين]"
83,The Defrauding,المطففين,Al-Mutaffifin,12,5860,وما يكذب بهۦ إلا كل معتد أثيم,None would deny it except every evildoing transgressor.,525,30,7,235,36,6236,Meccan,False,nan,7,"[وما,يكذب,بهۦ,إلا,كل,معتد,أثيم]"
83,The Defrauding,المطففين,Al-Mutaffifin,13,5861,إذا تتلى عليه ءايتنا قال أسطير ٱلأولين,"Whenever Our revelations are recited to them, they say, “Ancient fables!”",525,30,7,235,36,6236,Meccan,False,nan,7,"[إذا,تتلى,عليه,ءايتنا,قال,أسطير,ٱلأولين]"
83,The Defrauding,المطففين,Al-Mutaffifin,14,5862,كلا  بل  ران على قلوبهم ما كانوا يكسبون,"But no! In fact, their hearts have been stained by all ˹the evil˺ they used to commit!",525,30,7,235,36,6236,Meccan,False,nan,10,"[كلا,,بل,,ران,على,قلوبهم,ما,كانوا,يكسبون]"
83,The Defrauding,المطففين,Al-Mutaffifin,15,5863,كلا إنهم عن ربهم يومئذ لمحجوبون,"Undoubtedly, they will be sealed off from their Lord on that Day.",525,30,7,235,36,6236,Meccan,False,nan,6,"[كلا,إنهم,عن,ربهم,يومئذ,لمحجوبون]"
83,The Defrauding,المطففين,Al-Mutaffifin,16,5864,ثم إنهم لصالوا ٱلجحيم,"Moreover, they will surely burn in Hell,",525,30,7,235,36,6236,Meccan,False,nan,4,"[ثم,إنهم,لصالوا,ٱلجحيم]"
83,The Defrauding,المطففين,Al-Mutaffifin,17,5865,ثم يقال هذا ٱلذى كنتم بهۦ تكذبون,"and then be told, “This is what you used to deny.”",525,30,7,235,36,6236,Meccan,False,nan,7,"[ثم,يقال,هذا,ٱلذى,كنتم,بهۦ,تكذبون]"
83,The Defrauding,المطففين,Al-Mutaffifin,18,5866,كلا إن كتب ٱلأبرار لفى عليين,But no! The virtuous are certainly bound for ’Illiyûn ˹in elevated Gardens˺—,525,30,7,235,36,6236,Meccan,False,nan,6,"[كلا,إن,كتب,ٱلأبرار,لفى,عليين]"
83,The Defrauding,المطففين,Al-Mutaffifin,19,5867,وما أدرىك ما عليون,and what will make you realize what ’Illiyûn is?—,525,30,7,235,36,6236,Meccan,False,nan,4,"[وما,أدرىك,ما,عليون]"
83,The Defrauding,المطففين,Al-Mutaffifin,20,5868,كتب مرقوم,"a fate ˹already˺ sealed,",525,30,7,235,36,6236,Meccan,False,nan,2,"[كتب,مرقوم]"
83,The Defrauding,المطففين,Al-Mutaffifin,21,5869,يشهده ٱلمقربون,witnessed by those nearest ˹to Allah˺.,525,30,7,235,36,6236,Meccan,False,nan,2,"[يشهده,ٱلمقربون]"
83,The Defrauding,المطففين,Al-Mutaffifin,22,5870,إن ٱلأبرار لفى نعيم,"Surely the virtuous will be in bliss,",525,30,7,235,36,6236,Meccan,False,nan,4,"[إن,ٱلأبرار,لفى,نعيم]"
83,The Defrauding,المطففين,Al-Mutaffifin,23,5871,على ٱلأرائك ينظرون,"˹seated˺ on ˹canopied˺ couches, gazing around.",525,30,7,235,36,6236,Meccan,False,nan,3,"[على,ٱلأرائك,ينظرون]"
83,The Defrauding,المطففين,Al-Mutaffifin,24,5872,تعرف فى وجوههم نضرة ٱلنعيم,You will recognize on their faces the glow of delight.,525,30,7,235,36,6236,Meccan,False,nan,5,"[تعرف,فى,وجوههم,نضرة,ٱلنعيم]"
83,The Defrauding,المطففين,Al-Mutaffifin,25,5873,يسقون من رحيق مختوم,"They will be given a drink of sealed, pure wine,",525,30,7,235,36,6236,Meccan,False,nan,4,"[يسقون,من,رحيق,مختوم]"
83,The Defrauding,المطففين,Al-Mutaffifin,26,5874,ختمهۥ مسك  وفى ذلك فليتنافس ٱلمتنفسون,whose last sip will smell like musk. So let whoever aspires to this strive ˹diligently˺.,525,30,7,235,36,6236,Meccan,False,nan,7,"[ختمهۥ,مسك,,وفى,ذلك,فليتنافس,ٱلمتنفسون]"
83,The Defrauding,المطففين,Al-Mutaffifin,27,5875,ومزاجهۥ من تسنيم,And this drink’s flavour will come from Tasnim—,525,30,7,235,36,6236,Meccan,False,nan,3,"[ومزاجهۥ,من,تسنيم]"
83,The Defrauding,المطففين,Al-Mutaffifin,28,5876,عينا يشرب بها ٱلمقربون,a spring from which those nearest ˹to Allah˺ will drink.,525,30,7,235,36,6236,Meccan,False,nan,4,"[عينا,يشرب,بها,ٱلمقربون]"
83,The Defrauding,المطففين,Al-Mutaffifin,29,5877,إن ٱلذين أجرموا كانوا من ٱلذين ءامنوا يضحكون,"Indeed, the wicked used to laugh at the believers,",525,30,7,235,36,6236,Meccan,False,nan,8,"[إن,ٱلذين,أجرموا,كانوا,من,ٱلذين,ءامنوا,يضحكون]"
83,The Defrauding,المطففين,Al-Mutaffifin,30,5878,وإذا مروا بهم يتغامزون,"wink to one another whenever they passed by,",525,30,7,235,36,6236,Meccan,False,nan,4,"[وإذا,مروا,بهم,يتغامزون]"
83,The Defrauding,المطففين,Al-Mutaffifin,31,5879,وإذا ٱنقلبوا إلى أهلهم ٱنقلبوا فكهين,and muse ˹over these exploits˺ upon returning to their own people.,525,30,7,235,36,6236,Meccan,False,nan,6,"[وإذا,ٱنقلبوا,إلى,أهلهم,ٱنقلبوا,فكهين]"
83,The Defrauding,المطففين,Al-Mutaffifin,32,5880,وإذا رأوهم قالوا إن هؤلاء لضالون,"And when they saw the faithful, they would say, “These ˹people˺ are truly astray,”",525,30,7,235,36,6236,Meccan,False,nan,6,"[وإذا,رأوهم,قالوا,إن,هؤلاء,لضالون]"
83,The Defrauding,المطففين,Al-Mutaffifin,33,5881,وما أرسلوا عليهم حفظين,even though they were not sent as keepers over the believers.,525,30,7,235,36,6236,Meccan,False,nan,4,"[وما,أرسلوا,عليهم,حفظين]"
83,The Defrauding,المطففين,Al-Mutaffifin,34,5882,فٱليوم ٱلذين ءامنوا من ٱلكفار يضحكون,"But on that Day the believers will be laughing at the disbelievers,",525,30,7,235,36,6236,Meccan,False,nan,6,"[فٱليوم,ٱلذين,ءامنوا,من,ٱلكفار,يضحكون]"
83,The Defrauding,المطففين,Al-Mutaffifin,35,5883,على ٱلأرائك ينظرون,"as they sit on ˹canopied˺ couches, looking on.",525,30,7,235,36,6236,Meccan,False,nan,3,"[على,ٱلأرائك,ينظرون]"
83,The Defrauding,المطففين,Al-Mutaffifin,36,5884,هل ثوب ٱلكفار ما كانوا يفعلون,"˹The believers will be asked,˺ “Have the disbelievers ˹not˺ been paid back for what they used to do?”",525,30,7,235,36,6236,Meccan,False,nan,6,"[هل,ثوب,ٱلكفار,ما,كانوا,يفعلون]"
84,The Sundering,الإنشقاق,Al-Inshiqaq,1,5885,إذا ٱلسماء ٱنشقت,"When the sky bursts open,",526,30,7,236,25,6236,Meccan,False,nan,3,"[إذا,ٱلسماء,ٱنشقت]"
84,The Sundering,الإنشقاق,Al-Inshiqaq,2,5886,وأذنت لربها وحقت,"obeying its Lord as it must,",526,30,7,236,25,6236,Meccan,False,nan,3,"[وأذنت,لربها,وحقت]"
84,The Sundering,الإنشقاق,Al-Inshiqaq,3,5887,وإذا ٱلأرض مدت,"and when the earth is flattened out,",526,30,7,236,25,6236,Meccan,False,nan,3,"[وإذا,ٱلأرض,مدت]"
84,The Sundering,الإنشقاق,Al-Inshiqaq,4,5888,وألقت ما فيها وتخلت,"and ejects ˹all˺ its contents and becomes empty,",526,30,7,236,25,6236,Meccan,False,nan,4,"[وألقت,ما,فيها,وتخلت]"
84,The Sundering,الإنشقاق,Al-Inshiqaq,5,5889,وأذنت لربها وحقت,"obeying its Lord as it must, ˹surely you will all be judged˺.",526,30,7,236,25,6236,Meccan,False,nan,3,"[وأذنت,لربها,وحقت]"
84,The Sundering,الإنشقاق,Al-Inshiqaq,6,5890,يأيها ٱلإنسن إنك كادح إلى ربك كدحا فملقيه,"O humanity! Indeed, you are labouring restlessly towards your Lord, and will ˹eventually˺ meet the consequences.",526,30,7,236,25,6236,Meccan,False,nan,8,"[يأيها,ٱلإنسن,إنك,كادح,إلى,ربك,كدحا,فملقيه]"
84,The Sundering,الإنشقاق,Al-Inshiqaq,7,5891,فأما من أوتى كتبهۥ بيمينهۦ,"As for those who are given their record in their right hand,",526,30,7,236,25,6236,Meccan,False,nan,5,"[فأما,من,أوتى,كتبهۥ,بيمينهۦ]"
